Filled container:
0: It is a tree: name = sprtfwccnojo, age = 1555224436
3755: It is a flower: name = tg, type = 3
3756: It is a flower: name = qjehhlctsvj, type = 3
3757: It is a flower: name = ybjzkelep, type = 2
3758: It is a tree: name = omvrvpiizrbiosu, age = 338164419
3759: It is a flower: name = kzvcb, type = 3
3760: It is a flower: name = xigbgvyjciojw, type = 2
3761: It is a tree: name = hjmecxw, age = 1909612781
3762: It is a tree: name = lxabgqvalwjwdgugjr, age = 962084703
3763: It is a tree: name = vptfeyersjgvriwlemy, age = 19257748
3764: It is a bush: name = ztlgr, flowering month = 2
3765: It is a flower: name = b, type = 1
3766: It is a bush: name = qdcsrqksghang, flowering month = 4
3767: It is a tree: name = fqccgcbnhpuuhc, age = 503760210
3768: It is a tree: name = hzqesqsxwefokiwmmfqk, age = 341252326
3769: It is a tree: name = nxulecvopqnxqqtr, age = 1650783335
3770: It is a bush: name = vkiprauowicbaimhuzi, flowering month = 8
3771: It is a bush: name = hurxnklpzqqohmerwhoz, flowering month = 11
3772: It is a bush: name = wmix, flowering month = 2
3773: It is a flower: name = ibofmhgbbyqdhedrnxcw, type = 3
3774: It is a flower: name = udkpojrqsks, type = 2
3775: It is a flower: name = cpqnbbgbreaeqeww, type = 2
3776: It is a tree: name = jjzbbxueocmzmzzaebs, age = 2098424864
3777: It is a tree: name = asgkidjcy, age = 826428063
3778: It is a bush: name = qqjmevkeeiqdnki, flowering month = 2
3779: It is a flower: name = fxqyuhf, type = 2
3780: It is a bush: name = anc, flowering month = 12
3781: It is a bush: name = gaimhqh, flowering month = 11
3782: It is a flower: name = qjvtvvzuiafw, type = 3
3783: It is a flower: name = umaeiy, type = 1
3784: It is a bush: name = xupuaravogewdyckdf, flowering month = 6
3785: It is a flower: name = zsjpqgqpujddie, type = 3
3786: It is a tree: name = emeoqhisqqrfl, age = 920506953
3787: It is a bush: name = l, flowering month = 9
3788: It is a tree: name = krjrxq, age = 1749627463
3789: It is a flower: name = njzbjuwhdhmk, type = 3
3790: It is a bush: name = jbzmaqmzklycnaqmmlip, flowering month = 12
3791: It is a tree: name = eoyfaxtfwqrpn, age = 1601698559
3792: It is a bush: name = vacjlqrdja, flowering month = 2
3793: It is a flower: name = uknqe, type = 3
3794: It is a tree: name = jppjfekeburblihbgxpc, age = 108575073
3795: It is a bush: name = kbavazbtxnmijvwjrpu, flowering month = 11
3796: It is a bush: name = iwhjqndnwfbrc, flowering month = 3
3797: It is a tree: name = tdvlzfdvgg, age = 556236928
3798: It is a bush: name = zntjpmqhe, flowering month = 1
3799: It is a flower: name = ga, type = 2
3800: It is a tree: name = oradyr, age = 1537245679
3801: It is a tree: name = lmtfjtfugvdqjylbqb, age = 114631393
3802: It is a tree: name = jzvywmplifukdaubd, age = 521228315
3803: It is a tree: name = fdf, age = 725837421
3804: It is a tree: name = qbuprvwgaxuezpkry, age = 249267897
3805: It is a tree: name = eca, age = 1156278797
3806: It is a flower: name = ouzsumfgy, type = 3
3807: It is a flower: name = owyedqxmumsoiaamuepn, type = 3
3808: It is a tree: name = pxncijgrsqpnvuxfolo, age = 1911014348
3809: It is a tree: name = eijrjffbhfcqdmuvd, age = 79438253
3810: It is a tree: name = ejyiranckuimfdglwnh, age = 1248148968
3811: It is a bush: name = ftahchmdggtmjgrb, flowering month = 3
3812: It is a flower: name = jwecxlinng, type = 1
3813: It is a bush: name = lgeoac, flowering month = 6
3814: It is a tree: name = eahbevoqqjomeezue, age = 556325945
3815: It is a bush: name = ichmj, flowering month = 10
3816: It is a bush: name = gci, flowering month = 9
3817: It is a bush: name = kohjghu, flowering month = 10
3818: It is a flower: name = suuhdfnswm, type = 2
3819: It is a bush: name = fdoy, flowering month = 5
3820: It is a tree: name = eqmsnvkoypfvtkqbw, age = 443869518
3821: It is a bush: name = lanunvtypnkbeahvpout, flowering month = 12
3822: It is a bush: name = uoqibep, flowering month = 8
3823: It is a bush: name = lcyoyben, flowering month = 10
3824: It is a tree: name = tcjmwsig, age = 282080542
3825: It is a tree: name = zeolfv, age = 241697727
3826: It is a tree: name = yh, age = 1256795434
3827: It is a bush: name = zqkrjubgvhcbobmgrkkz, flowering month = 12
3828: It is a tree: name = gubljw, age = 333941110
3829: It is a tree: name = poejzu, age = 908148549
3830: It is a bush: name = lrzdgxaibwu, flowering month = 3
3831: It is a flower: name = cbywzuspxpfztaz, type = 3
3832: It is a bush: name = monaypobufoqvku, flowering month = 4
3833: It is a bush: name = ntevkmzqtwrgsgbvfk, flowering month = 2
3834: It is a flower: name = hllewifndhsblxngc, type = 2
3835: It is a flower: name = tqicsaaumew, type = 3
3836: It is a tree: name = esmnvxeug, age = 325952410
3837: It is a flower: name = qeldqkmuw, type = 2
3838: It is a flower: name = teiglncnuatujeapvpq, type = 3
3839: It is a bush: name = ehbnsqqxy, flowering month = 12
3840: It is a bush: name = yzchwhe, flowering month = 6
3841: It is a bush: name = pgberrqdmozybfmyurkj, flowering month = 4
3842: It is a bush: name = wblqm, flowering month = 3
3843: It is a flower: name = rikqrdq, type = 1
3844: It is a flower: name = onfiardsm, type = 1
3845: It is a tree: name = b, age = 1276387789
3846: It is a tree: name = urouufczrobxigoc, age = 927442368
3847: It is a tree: name = lqleqiwgfvmpid, age = 1765459709
3848: It is a flower: name = lihpufsjkfzq, type = 2
3849: It is a tree: name = xucdanbqhuywyhfg, age = 1145605367
3850: It is a bush: name = isfxwrr, flowering month = 7
3851: It is a tree: name = a, age = 608305966
3852: It is a tree: name = wwpl, age = 1735454494
3853: It is a bush: name = bvyizqiussxmncuvky, flowering month = 5
3854: It is a bush: name = vddyvzfhc, flowering month = 1
3855: It is a flower: name = grvjaolucuvtpr, type = 1
3856: It is a flower: name = zpmozyzwtclgmdfaw, type = 3
3857: It is a bush: name = cspvojopijkqktnu, flowering month = 2
3858: It is a bush: name = unxdqlbznyjbrba, flowering month = 10
3859: It is a flower: name = krqojxnkwrwkub, type = 2
3860: It is a bush: name = riunl, flowering month = 7
3861: It is a tree: name = sctsvtn, age = 77241774
3862: It is a flower: name = hkybdmeocmaacvqi, type = 2
3863: It is a flower: name = mgufxlkfqdnlfhhkrwsb, type = 2
3864: It is a flower: name = olynwvoavcunnkqqa, type = 2
3865: It is a flower: name = jytfcrchbbmsnrztn, type = 3
3866: It is a bush: name = qruqkopyezcc, flowering month = 5
3867: It is a bush: name = opqcbduatcelfjxok, flowering month = 5
3868: It is a flower: name = er, type = 3
3869: It is a bush: name = jteiohkkttddpxy, flowering month = 10
3870: It is a bush: name = eonifotqadfvvhaoycth, flowering month = 8
3871: It is a bush: name = ps, flowering month = 12
3872: It is a flower: name = ersfncqicocjl, type = 1
3873: It is a flower: name = oryhwdyvttbtqap, type = 3
3874: It is a bush: name = biqjia, flowering month = 11
3875: It is a bush: name = nvxowd, flowering month = 2
3876: It is a flower: name = thbsnsgabrdoja, type = 3
3877: It is a tree: name = ivogcfdeze, age = 1172316477
3878: It is a bush: name = pk, flowering month = 8
3879: It is a flower: name = n, type = 3
3880: It is a tree: name = enqabvgltm, age = 1086133488
3881: It is a flower: name = zcchzpcqijgjvqcxlhxk, type = 2
3882: It is a tree: name = vqdnhzxgrxtmfcvowra, age = 23901769
3883: It is a tree: name = rqaznndntahfq, age = 674480335
3884: It is a bush: name = nbdemyvuebfzpybo, flowering month = 1
3885: It is a tree: name = wlbmzavfmcfqizpdnpc, age = 538406737
3886: It is a tree: name = fhiivmzszkcrsttpx, age = 277101824
3887: It is a bush: name = redjxszsxfeig, flowering month = 7
3888: It is a bush: name = phkvaewlcmcogw, flowering month = 3
3889: It is a flower: name = xqsgnb, type = 1
3890: It is a flower: name = afzdarethym, type = 2
3891: It is a tree: name = hntnifwuymieincfn, age = 689460437
3892: It is a bush: name = hnikcpfpynnyrdiat, flowering month = 12
3893: It is a flower: name = opgyqdstebfevgvtig, type = 2
3894: It is a tree: name = xqdcs, age = 307231637
3895: It is a flower: name = rlizonzcvqtjh, type = 2
3896: It is a flower: name = l, type = 2
3897: It is a tree: name = poymigbztohbknrkfvs, age = 926941526
3898: It is a flower: name = ptfeiiewyqdbtdivdxe, type = 2
3899: It is a tree: name = nfasho, age = 1796958591
3900: It is a tree: name = cflqbsndoyoqyoiboz, age = 333144355
3901: It is a flower: name = ipgy, type = 1
3902: It is a tree: name = qe, age = 745725820
3903: It is a tree: name = tktlzupgvkad, age = 429229383
3904: It is a flower: name = jvuzzfczbzfutpgiwuz, type = 2
3905: It is a tree: name = rnewjdqldxrkqrk, age = 527109826
3906: It is a flower: name = xjnrrutjyuqcoh, type = 3
3907: It is a bush: name = ptrvx, flowering month = 7
3908: It is a tree: name = gozmitwnbg, age = 382929530
3909: It is a bush: name = wrrxmyplndvzklfi, flowering month = 2
3910: It is a flower: name = umpxjtyp, type = 3
3911: It is a bush: name = jmm, flowering month = 5
3912: It is a flower: name = rffex, type = 2
3913: It is a tree: name = haeuvbctdxsbxoloc, age = 1806156756
3914: It is a tree: name = lufcrqyidt, age = 883353773
3915: It is a flower: name = hkola, type = 3
3916: It is a flower: name = dxkgdzr, type = 3
3917: It is a bush: name = fwicl, flowering month = 1
3918: It is a bush: name = aqalsoefk, flowering month = 4
3919: It is a tree: name = zjetpmo, age = 1443537153
3920: It is a flower: name = gssbbgd, type = 1
3921: It is a flower: name = rb, type = 2
3922: It is a flower: name = jhizkcelxehugjm, type = 3
3923: It is a flower: name = uktbrsreurtvcilovk, type = 1
3924: It is a flower: name = cukygruczstwuin, type = 1
3925: It is a tree: name = fljsrsqzgqzmtilhziwx, age = 1197966609
3926: It is a bush: name = mwcxnvfno, flowering month = 8
3927: It is a flower: name = zesoqmfawluhqlyu, type = 3
3928: It is a flower: name = mwddz, type = 2
3929: It is a tree: name = nmkdlhjspsvba, age = 1841665314
3930: It is a bush: name = bdthmuw, flowering month = 11
3931: It is a bush: name = hnwonyaptfybqauurr, flowering month = 8
3932: It is a flower: name = vvhgncsedebsqaxfa, type = 1
3933: It is a bush: name = kyglwotstbkh, flowering month = 10
3934: It is a flower: name = ttnv, type = 3
3935: It is a bush: name = koy, flowering month = 4
3936: It is a tree: name = wfqn, age = 1406516035
3937: It is a tree: name = langxcj, age = 1477412799
3938: It is a tree: name = mulvxq, age = 427849749
3939: It is a tree: name = usyrqptflxp, age = 1612284566
3940: It is a tree: name = voamnhupevac, age = 54976798
3941: It is a flower: name = ets, type = 2
3942: It is a flower: name = uru, type = 2
3943: It is a bush: name = zoypwmceftzddvg, flowering month = 7
3944: It is a bush: name = nrkkytniphxvv, flowering month = 9
3945: It is a bush: name = xbsvejfjxwrksgp, flowering month = 10
3946: It is a flower: name = xvyyiq, type = 2
3947: It is a bush: name = cqolotppmgxrhzcbpfxo, flowering month = 3
3948: It is a bush: name = qswhtsqbnsl, flowering month = 7
3949: It is a flower: name = ibozquyecarpclaoy, type = 2
3950: It is a flower: name = xwvectjmejqvj, type = 1
3951: It is a flower: name = nfpupdqjbgvb, type = 1
3952: It is a tree: name = atuovchvlbrpna, age = 781203359
3953: It is a bush: name = rdzloatujzhvmzexgeac, flowering month = 11
3954: It is a bush: name = r, flowering month = 5
3955: It is a flower: name = ccmgsitrwzmbcqhxp, type = 3
3956: It is a flower: name = cvwgtmeudwsshrzvfbo, type = 1
3957: It is a tree: name = wmcxxmgtpojxvlyidv, age = 1810005340
3958: It is a flower: name = ewpycdzsmcdmfpewuat, type = 1
3959: It is a bush: name = yxykgvyxkcrdn, flowering month = 6
3960: It is a bush: name = dtrjtjfprjmta, flowering month = 4
3961: It is a tree: name = hrpicxnzytnimjjkjj, age = 370104170
3962: It is a flower: name = rupaueigelyos, type = 3
3963: It is a bush: name = rhckkmqilymzxysy, flowering month = 8
3964: It is a tree: name = tnfnlgzawgiuzgtpxmq, age = 907647134
3965: It is a flower: name = noobk, type = 3
3966: It is a bush: name = phpzadpbhma, flowering month = 10
3967: It is a flower: name = kjlswkvohwm, type = 2
3968: It is a bush: name = rywxhccaldvdbmhti, flowering month = 10
3969: It is a flower: name = oojeimyusksz, type = 1
3970: It is a tree: name = viokhhonhtddcibz, age = 1355508814
3971: It is a flower: name = puyxzgjethwav, type = 3
3972: It is a bush: name = npoferr, flowering month = 8
3973: It is a flower: name = nhcsatnpzn, type = 1
3974: It is a bush: name = hhvtuqdk, flowering month = 2
3975: It is a flower: name = cnghbhextqivhfdkxgr, type = 3
3976: It is a bush: name = grrwxwqsbg, flowering month = 5
3977: It is a bush: name = zdqfphgxwvqktgviazi, flowering month = 8
3978: It is a tree: name = fd, age = 729390110
3979: It is a flower: name = ibbanovwymankmckgn, type = 3
3980: It is a flower: name = cydvpr, type = 2
3981: It is a flower: name = jmde, type = 1
3982: It is a bush: name = wqzqpjq, flowering month = 2
3983: It is a bush: name = fd, flowering month = 11
3984: It is a tree: name = vttluw, age = 884998203
3985: It is a tree: name = yeocrphqgwjqwm, age = 1632374345
3986: It is a tree: name = o, age = 1863615915
3987: It is a bush: name = qmgiitztlkbrcmyzx, flowering month = 4
3988: It is a tree: name = rurtvcqueuytkyp, age = 900556849
3989: It is a tree: name = nymnjwhebxfjezwzwbh, age = 2105919846
3990: It is a flower: name = qgxrxereqykah, type = 3
3991: It is a bush: name = garwgzelqf, flowering month = 8
3992: It is a bush: name = xcguejrzh, flowering month = 10
3993: It is a tree: name = fisdlnjs, age = 1124584696
3994: It is a bush: name = fdihuecgiwdhzbsgxqn, flowering month = 2
3995: It is a tree: name = rhnfldbenjiyuvl, age = 57667021
3996: It is a tree: name = udrir, age = 1092706349
3997: It is a tree: name = tisy, age = 1073643904
3998: It is a flower: name = qwlsnhwfsh, type = 3
3999: It is a flower: name = hohgrhk, type = 2
4000: It is a bush: name = nl, flowering month = 7
4001: It is a flower: name = jtlxqzpmqblqqmuktrny, type = 3
4002: It is a flower: name = ucuz, type = 2
4003: It is a tree: name = xsnyimw, age = 1977916374
4004: It is a flower: name = objukrvecgjk, type = 2
4005: It is a bush: name = xisvsmt, flowering month = 8
4006: It is a flower: name = suqfhdmrpszi, type = 2
4007: It is a bush: name = si, flowering month = 5
4008: It is a bush: name = qykszpfgxtnd, flowering month = 6
4009: It is a tree: name = aurgbhplzmcmadfgszny, age = 278704065
4010: It is a tree: name = rtn, age = 1673244524
4011: It is a flower: name = kkdbx, type = 2
4012: It is a bush: name = kuwmuijstpiqvlzj, flowering month = 1
4013: It is a tree: name = kya, age = 959639170
4014: It is a bush: name = kmmgz, flowering month = 9
4015: It is a tree: name = kltqyhko, age = 1561364890
4016: It is a tree: name = oh, age = 1436015494
4017: It is a tree: name = l, age = 1175108325
4018: It is a tree: name = xjkczwbarui, age = 2115479426
4019: It is a bush: name = nxjpcektrl, flowering month = 3
4020: It is a bush: name = pkhrmdnpaipd, flowering month = 11
4021: It is a bush: name = msgbxenykarkctrklac, flowering month = 9
4022: It is a tree: name = gr, age = 720551256
4023: It is a tree: name = p, age = 1564356775
4024: It is a flower: name = mje, type = 3
4025: It is a tree: name = iyjezviracuynjrm, age = 1803396206
4026: It is a tree: name = sum, age = 772233774
4027: It is a bush: name = bmgxsz, flowering month = 12
4028: It is a flower: name = yvglulewz, type = 2
4029: It is a flower: name = deaozpkzlotcxto, type = 3
4030: It is a bush: name = axavmhbdbc, flowering month = 3
4031: It is a tree: name = sihnhztqtsbnz, age = 1899244059
4032: It is a tree: name = qrjxf, age = 1214807277
4033: It is a tree: name = hirgmlnjkicxdl, age = 1745119740
4034: It is a bush: name = xytor, flowering month = 1
4035: It is a flower: name = ndxqvnmsuaaiyulegw, type = 3
4036: It is a flower: name = yaovyrxjrhrndnb, type = 2
4037: It is a tree: name = xkcuzfrgd, age = 147698796
4038: It is a tree: name = zcivkupufujxincvtlzh, age = 344222577
4039: It is a bush: name = drageqpvavlerspjia, flowering month = 2
4040: It is a bush: name = lbkmgsod, flowering month = 8
4041: It is a bush: name = xcjmplmmfpczknxo, flowering month = 9
4042: It is a tree: name = mfcyqyexckxxmjsgrhna, age = 1310930026
4043: It is a bush: name = f, flowering month = 9
4044: It is a bush: name = iefxrkyemislg, flowering month = 9
4045: It is a tree: name = ubnfr, age = 1450123518
4046: It is a flower: name = rwxgdtdmvhnlk, type = 2
4047: It is a bush: name = uujdp, flowering month = 10
4048: It is a flower: name = kyglf, type = 3
4049: It is a tree: name = wpzazvovangelmzkdnr, age = 1057330904
4050: It is a flower: name = qk, type = 1
4051: It is a bush: name = svwzzdyflhmnmfivtj, flowering month = 3
4052: It is a bush: name = luwvtfikqojbcor, flowering month = 6
4053: It is a bush: name = oxkhymrxhmtec, flowering month = 10
4054: It is a bush: name = xbacnfxebw, flowering month = 8
4055: It is a bush: name = pryjdkimyhyujr, flowering month = 12
4056: It is a flower: name = fqcnbftpbqry, type = 2
4057: It is a flower: name = to, type = 3
4058: It is a tree: name = hlvicfaafhoricqzq, age = 1535106294
4059: It is a tree: name = wgzwjfbscukesqpcr, age = 1210658309
4060: It is a bush: name = ihkkqig, flowering month = 1
4061: It is a tree: name = uk, age = 1471530508
4062: It is a flower: name = pjlklioemnpv, type = 2
4063: It is a bush: name = jpc, flowering month = 5
4064: It is a flower: name = jyvcbavwcwjo, type = 1
4065: It is a flower: name = vfsvdlfxvyqbyuycokcx, type = 2
4066: It is a tree: name = cxlp, age = 638821467
4067: It is a bush: name = bodpzrr, flowering month = 11
4068: It is a flower: name = srngbtncfcrqedfw, type = 2
4069: It is a tree: name = zszwvtt, age = 1114564131
4070: It is a flower: name = klnznmcgxcmcdboiwds, type = 1
4071: It is a bush: name = auynpthujyfoyhrjdc, flowering month = 8
4072: It is a tree: name = cj, age = 1391306355
4073: It is a bush: name = jhrfcbje, flowering month = 2
4074: It is a bush: name = cvrn, flowering month = 3
4075: It is a bush: name = tgtsxgesh, flowering month = 1
4076: It is a bush: name = jtraotngkjnqcflcsx, flowering month = 2
4077: It is a tree: name = kamaaagrqvaslpsibpl, age = 855020612
4078: It is a bush: name = scpmefkwqpsbooj, flowering month = 10
4079: It is a tree: name = skblzajgcdbadixdst, age = 843593365
4080: It is a bush: name = ncc, flowering month = 1
4081: It is a tree: name = qspcfw, age = 263411420
4082: It is a tree: name = gfsfaokjferb, age = 2018369093
4083: It is a flower: name = puibxsheyzlt, type = 3
4084: It is a tree: name = sifsoovmvmirj, age = 1202319696
4085: It is a flower: name = ytyxgkujxwxokrj, type = 1
4086: It is a flower: name = wotgspobqhmcayprxamr, type = 2
4087: It is a flower: name = tswosimztyia, type = 1
4088: It is a bush: name = quyqmoqnsmxdizaakhbi, flowering month = 9
4089: It is a flower: name = omjoooeivioqwb, type = 1
4090: It is a bush: name = lancvo, flowering month = 1
4091: It is a flower: name = rt, type = 3
4092: It is a bush: name = pxwchhlmrw, flowering month = 6
4093: It is a tree: name = ylchfzxctdvj, age = 943233399
4094: It is a tree: name = raib, age = 1211737295
4095: It is a flower: name = nyviofau, type = 1
4096: It is a flower: name = vjeatnxhufl, type = 2
4097: It is a tree: name = bvxglyeloykyamu, age = 1565759374
4098: It is a tree: name = huhjb, age = 528734453
4099: It is a flower: name = ruyp, type = 1
4100: It is a bush: name = xsweaxfawipyxueqphju, flowering month = 11
4101: It is a flower: name = sgdvulvmfkuze, type = 3
4102: It is a bush: name = jtwlgknfabndl, flowering month = 11
4103: It is a tree: name = sniwpllpmw, age = 534786684
4104: It is a flower: name = acev, type = 1
4105: It is a bush: name = b, flowering month = 11
4106: It is a tree: name = kitoi, age = 775072635
4107: It is a bush: name = mavgsndqbhizqrzgvo, flowering month = 10
4108: It is a tree: name = ujmxidtr, age = 2102431916
4109: It is a bush: name = ustbovrdqzjjvhrx, flowering month = 8
4110: It is a bush: name = lwuisortslbo, flowering month = 1
4111: It is a bush: name = okdud, flowering month = 11
4112: It is a flower: name = qntchljmqdacknakher, type = 2
4113: It is a bush: name = kkhtgnnqys, flowering month = 5
4114: It is a bush: name = svjmcx, flowering month = 12
4115: It is a tree: name = gljaqickpthgbve, age = 1105728279
4116: It is a flower: name = zaelzitvodtx, type = 1
4117: It is a bush: name = lopqixtwslyjp, flowering month = 6
4118: It is a tree: name = stnjjumyqmemis, age = 1911743747
4119: It is a flower: name = rjtyrluescyncozcloc, type = 2
4120: It is a flower: name = yabjvfvpymunvwwpiku, type = 3
4121: It is a bush: name = vfsxowunhlvhzgexxjoh, flowering month = 10
4122: It is a bush: name = evouffvricetwcfh, flowering month = 1
4123: It is a tree: name = nbofosykvzsu, age = 1726118675
4124: It is a bush: name = pozjpowky, flowering month = 7
4125: It is a bush: name = vawqcgmqftyirrimrkmd, flowering month = 12
4126: It is a tree: name = vdjtnucludtrj, age = 409951788
4127: It is a tree: name = ys, age = 1159744148
4128: It is a bush: name = avolubgbtpp, flowering month = 4
4129: It is a bush: name = scvwryppwinqqpl, flowering month = 9
4130: It is a tree: name = zdzfkj, age = 1692241028
4131: It is a flower: name = xwha, type = 3
4132: It is a bush: name = voqrry, flowering month = 11
4133: It is a flower: name = dqinwymx, type = 3
4134: It is a bush: name = pm, flowering month = 1
4135: It is a tree: name = xswql, age = 1847269722
4136: It is a tree: name = cawoncxmfoazvqnufi, age = 605994940
4137: It is a bush: name = zzjy, flowering month = 1
4138: It is a bush: name = mspjifg, flowering month = 1
4139: It is a bush: name = bwbqjicihledh, flowering month = 9
4140: It is a flower: name = lxfiikhttoprwyudeted, type = 2
4141: It is a tree: name = ji, age = 1929675133
4142: It is a tree: name = o, age = 1131003152
4143: It is a tree: name = ygfgt, age = 168876321
4144: It is a bush: name = raqtlvkkrsfqogky, flowering month = 11
4145: It is a bush: name = uhgc, flowering month = 11
4146: It is a tree: name = zxrx, age = 1397244691
4147: It is a bush: name = cebnfaubbyqxxzeiajhd, flowering month = 7
4148: It is a tree: name = ladr, age = 855911283
4149: It is a tree: name = uhchghtnmrtzm, age = 2017101534
4150: It is a flower: name = nebh, type = 3
4151: It is a bush: name = ghxyzujgn, flowering month = 3
4152: It is a bush: name = xgwg, flowering month = 3
4153: It is a flower: name = eq, type = 3
4154: It is a flower: name = ivrakmflxqy, type = 3
4155: It is a tree: name = kewxkdfhwumq, age = 102536389
4156: It is a bush: name = m, flowering month = 4
4157: It is a tree: name = aykhd, age = 1219688525
4158: It is a tree: name = kwfcdof, age = 893212613
4159: It is a bush: name = nsajkom, flowering month = 3
4160: It is a bush: name = yawngvseqbvm, flowering month = 7
4161: It is a bush: name = tagld, flowering month = 2
4162: It is a tree: name = hygmwgw, age = 1303833851
4163: It is a tree: name = jkyjttqculvagpn, age = 1573181856
4164: It is a flower: name = nptmz, type = 3
4165: It is a tree: name = eaxbyjpewt, age = 746671898
4166: It is a tree: name = a, age = 1344049075
4167: It is a bush: name = dondtcmpgkgxe, flowering month = 9
4168: It is a bush: name = sdapipannht, flowering month = 6
4169: It is a bush: name = euocxpki, flowering month = 6
4170: It is a bush: name = kxvmk, flowering month = 5
4171: It is a flower: name = sp, type = 1
4172: It is a bush: name = cffxtxydavjrzxe, flowering month = 12
4173: It is a flower: name = vhzket, type = 2
4174: It is a flower: name = eoeeqdvhlvlmpsg, type = 3
4175: It is a flower: name = xjkjzevsyuopycnwac, type = 3
4176: It is a flower: name = fqqmelp, type = 1
4177: It is a tree: name = klplpexmhpvaclfzat, age = 1580419219
4178: It is a flower: name = kgfajnfydgrlr, type = 3
4179: It is a bush: name = ksljgohxl, flowering month = 2
4180: It is a flower: name = kexazp, type = 1
4181: It is a tree: name = rkxdxqnuywwem, age = 586796322
4182: It is a bush: name = qjlcxs, flowering month = 3
4183: It is a flower: name = qvuk, type = 2
4184: It is a bush: name = otjzryzkngaymjc, flowering month = 5
4185: It is a flower: name = nwsmvkacwth, type = 3
4186: It is a tree: name = lnrulovlploif, age = 891156856
4187: It is a flower: name = loyfpcmirafxnhscb, type = 1
4188: It is a flower: name = x, type = 1
4189: It is a bush: name = q, flowering month = 6
4190: It is a tree: name = qtc, age = 729533806
4191: It is a tree: name = gwiqckclhsmzwga, age = 978989877
4192: It is a flower: name = xiytwbpxvjhuwl, type = 2
4193: It is a flower: name = nxuzjwqj, type = 2
4194: It is a flower: name = foygdvrjdgtila, type = 1
4195: It is a bush: name = qeyrzovwwywuuami, flowering month = 1
4196: It is a bush: name = zpzmtfsnguw, flowering month = 5
4197: It is a bush: name = hxdcybwsnv, flowering month = 9
4198: It is a flower: name = ydwoqtfilwwofiotkzi, type = 3
4199: It is a tree: name = mqkxtxecjjijcu, age = 515030727
4200: It is a flower: name = kk, type = 2
4201: It is a flower: name = qnjbookduozorbvfsdbn, type = 3
4202: It is a tree: name = tbelrgpfjftktdjkgwr, age = 1177526477
4203: It is a tree: name = jkrhrtrzdnrwnwze, age = 1621774361
4204: It is a flower: name = qxdnuxtvrtkoijba, type = 3
4205: It is a bush: name = yexgekkjgpcvvqackxm, flowering month = 6
4206: It is a flower: name = qwdfxnjqsrbirdv, type = 1
4207: It is a bush: name = ygtesmdyaqilmkrmpcq, flowering month = 10
4208: It is a tree: name = ozefupdkstkhkvkmfe, age = 881181875
4209: It is a tree: name = isnomhmya, age = 1497588421
4210: It is a tree: name = ciashwwwnwopjehpfg, age = 1103687629
4211: It is a flower: name = yzbakooecwe, type = 2
4212: It is a tree: name = v, age = 1705423329
4213: It is a flower: name = qrdinettyvmpdzzpu, type = 1
4214: It is a flower: name = hb, type = 2
4215: It is a flower: name = q, type = 1
4216: It is a flower: name = tupyllkkc, type = 1
4217: It is a tree: name = sixitt, age = 1651648397
4218: It is a bush: name = dlpbfbep, flowering month = 9
4219: It is a tree: name = ymrigj, age = 1832304480
4220: It is a tree: name = ezgseukigal, age = 1032053773
4221: It is a bush: name = wsthowhgebspfevj, flowering month = 3
4222: It is a tree: name = hkqmtbukp, age = 13729599
4223: It is a tree: name = dy, age = 1276313728
4224: It is a flower: name = tvzaerlhsq, type = 2
4225: It is a flower: name = xjnglmwckmkhipfpv, type = 2
4226: It is a bush: name = kh, flowering month = 9
4227: It is a flower: name = ffpziwkpdjtqh, type = 2
4228: It is a bush: name = etloa, flowering month = 6
4229: It is a tree: name = sluvecufjkallhkimo, age = 1751085863
4230: It is a flower: name = rlboxatbuaqaijrlmzz, type = 3
4231: It is a tree: name = eatzawclonvzyf, age = 40052386
4232: It is a bush: name = dbivsjosfvftqbihhor, flowering month = 11
4233: It is a bush: name = bjipcclrihkjo, flowering month = 12
4234: It is a bush: name = bvlbct, flowering month = 3
4235: It is a flower: name = scsttyayojged, type = 1
4236: It is a tree: name = namensgyq, age = 144924760
4237: It is a flower: name = aavfsestieeu, type = 2
4238: It is a flower: name = floumnxjctwkaxeeovj, type = 2
4239: It is a flower: name = cyrketgkmgd, type = 3
4240: It is a flower: name = dvbcgacifp, type = 1
4241: It is a flower: name = hukhukzrjijyfvs, type = 2
4242: It is a bush: name = gryj, flowering month = 6
4243: It is a bush: name = eiyntzkezkv, flowering month = 11
4244: It is a bush: name = ioqulqggaca, flowering month = 2
4245: It is a bush: name = sbecijntjw, flowering month = 10
4246: It is a flower: name = sqcxevwevyxziuhfp, type = 2
4247: It is a flower: name = ofnmbtzcfgv, type = 1
4248: It is a flower: name = djfibvsdppyaygepush, type = 1
4249: It is a flower: name = mg, type = 3
4250: It is a bush: name = mmawwkqv, flowering month = 2
4251: It is a flower: name = jngjdttxyljplfeoortb, type = 3
4252: It is a flower: name = wxfnlz, type = 2
4253: It is a flower: name = geasvyusrvq, type = 1
4254: It is a tree: name = ukqvaga, age = 1065131646
4255: It is a flower: name = rqlutkffqawptsr, type = 3
4256: It is a bush: name = rseroomtkwzzsoinrz, flowering month = 11
4257: It is a tree: name = ig, age = 1945377503
4258: It is a bush: name = vkoisvrxbo, flowering month = 11
4259: It is a tree: name = jibvgwbdbyphdxubbu, age = 660718420
4260: It is a flower: name = iyyfawowav, type = 2
