Filled container:
0: It is a tree: name = oxtbdmtmngljzyzxskly, age = 663250620
7886: It is a tree: name = fwsgpylmxwrettwixvhe, age = 996008919
7887: It is a tree: name = ykhekywvicyxvnixaakh, age = 2131523203
7888: It is a tree: name = jlezmhlzxdsmhuplfzws, age = 137847646
7889: It is a flower: name = zhkgniumfajcjxtnlysb, type = 1
7890: It is a flower: name = kxfyqoqsoosiykiifgqy, type = 1
7891: It is a flower: name = omudozlqyadpnydltuiq, type = 3
7892: It is a flower: name = omsjazfzzhjbiuzwjsgg, type = 1
7893: It is a flower: name = rivdubtjzgisgvolsowx, type = 1
7894: It is a tree: name = hfeaxqowkjprtjqaxrnx, age = 944508763
7895: It is a bush: name = yzirltxehwccnctyikll, flowering month = 10
7896: It is a tree: name = fxbahgamduuewolnsqej, age = 1682062861
7897: It is a flower: name = vpbpdcxilymytmipsstx, type = 1
7898: It is a bush: name = xhdxnsmkqgkjbzxhtwev, flowering month = 6
7899: It is a flower: name = nmoofbjkzgmlfunentlf, type = 2
7900: It is a bush: name = jzmctscfeturtpqeibpz, flowering month = 6
7901: It is a tree: name = meyzbykuuhypvjjhfjxr, age = 1802803332
7902: It is a flower: name = bwqninuxjvmecnirnybe, type = 3
7903: It is a tree: name = qukumvzlvzonhnzyspwi, age = 36367361
7904: It is a tree: name = vycesjoeynrcbjlrigqk, age = 629555087
7905: It is a bush: name = uonxzuwbbermpnfdbvwu, flowering month = 3
7906: It is a flower: name = izqlelvyzmfnrvtzdphg, type = 2
7907: It is a bush: name = aksohwdvwksgxnmbksfq, flowering month = 1
7908: It is a tree: name = nfyhwixstznaoqrvjnrg, age = 1421602103
7909: It is a flower: name = fotiibmijddvgfomvtyv, type = 3
7910: It is a flower: name = bpbuxsxptpgqxauiakkc, type = 2
7911: It is a bush: name = yvlzwwgywubcetobxczv, flowering month = 12
7912: It is a tree: name = zxcdrbpdojoeqcdbwvif, age = 173976501
7913: It is a flower: name = jcuqhaoqifzhxdurigqr, type = 3
7914: It is a flower: name = ylnpaicjwhxrmawoxkon, type = 1
7915: It is a flower: name = tpdhgofpsyuqyqkxdhpa, type = 2
7916: It is a flower: name = fbbpaiuttjtnowzhhiho, type = 2
7917: It is a tree: name = ihhqjmhirmdszdjqsuvs, age = 786142083
7918: It is a flower: name = ciexafiuidfnfiaxkcnp, type = 2
7919: It is a flower: name = eqlwzbsdvyteazfvpifd, type = 2
7920: It is a tree: name = kuakkbgxshxrjqazlegl, age = 1819056547
7921: It is a flower: name = dqynnaogzztfrghypmry, type = 3
7922: It is a tree: name = pynisrlghtqzidsozrch, age = 335275668
7923: It is a flower: name = wdslcbqozpqaqftbmohf, type = 2
7924: It is a bush: name = whvkunjlftzgdiaimbnt, flowering month = 3
7925: It is a bush: name = thbahmopshwojhhvycpz, flowering month = 4
7926: It is a flower: name = qpihgwdfeodayxnzyjhm, type = 3
7927: It is a tree: name = xbequsezvhbiebqoogwx, age = 947589562
7928: It is a flower: name = lnqfitsfngemidydrbtd, type = 3
7929: It is a bush: name = yihinerdfpauiagnqaiy, flowering month = 7
7930: It is a tree: name = wjagxcetygnkrclblsbf, age = 250372712
7931: It is a tree: name = denpexxgnxdvseyfqplj, age = 812808719
7932: It is a bush: name = cdxfciszobvbehldjbti, flowering month = 2
7933: It is a flower: name = bktxechdboliozpqbnkh, type = 2
7934: It is a bush: name = gerthzidrrfbmwfkkssk, flowering month = 10
7935: It is a tree: name = ljrdjjjdspptqxfjykzk, age = 802951453
7936: It is a bush: name = gtjbdaenzpgbgpnaumte, flowering month = 10
7937: It is a bush: name = pvoxwwkfujflkrocprmd, flowering month = 7
7938: It is a tree: name = trxeteqvfhalgqavqzbe, age = 1449529346
7939: It is a bush: name = tzfdplzbsjzyphxjtrck, flowering month = 9
7940: It is a bush: name = pwlhigmpamuuhmtchuso, flowering month = 12
7941: It is a bush: name = oezxbtxsrbyakqnhzpol, flowering month = 1
7942: It is a bush: name = qnyhcyeeahxmkigcbmyj, flowering month = 12
7943: It is a flower: name = usqrccbgqzxczdtxbryr, type = 1
7944: It is a tree: name = nyhiesrdljorsuldgtbs, age = 898337070
7945: It is a bush: name = dtifamricakxsmdmsriw, flowering month = 3
7946: It is a flower: name = nkcqwllmumdrtpunkbun, type = 1
7947: It is a bush: name = pqjmiebeknvyeoqbonhg, flowering month = 8
7948: It is a bush: name = atgrwjkkfsmrngcedmuc, flowering month = 4
7949: It is a tree: name = uarsdnoibezgsatdgnlh, age = 1136087485
7950: It is a bush: name = xrqpyxuhdowfknawhtzy, flowering month = 11
7951: It is a bush: name = oonjitrckwjqqcmzgzde, flowering month = 11
7952: It is a bush: name = chuglswrdppxzoyknnja, flowering month = 7
7953: It is a bush: name = bcegezjpyjvxayaydnfn, flowering month = 8
7954: It is a bush: name = fafbkzzrnjdbjejhnxlr, flowering month = 10
7955: It is a flower: name = vzrwdaetikdprfvlhxli, type = 1
7956: It is a flower: name = cvopipqpgmorixsplipm, type = 2
7957: It is a flower: name = fuobjaybnirmgzanqtwo, type = 1
7958: It is a tree: name = tjxidsqugpgjynfgvayg, age = 1017752912
7959: It is a bush: name = cjpnwvpsimonzckbtedp, flowering month = 6
7960: It is a flower: name = jblvwvcceiryoooiqsqf, type = 3
7961: It is a tree: name = ackfqilakvqcemnzmlnd, age = 1866017667
7962: It is a flower: name = fopuzillzpgjslxhpkml, type = 3
7963: It is a bush: name = mwmlxfctvbogawcusfcf, flowering month = 6
7964: It is a flower: name = keiaekehxnjonwcfshxb, type = 1
7965: It is a flower: name = hyuzkixvcsfsabxbksoa, type = 1
7966: It is a tree: name = wlkzxjxqkyodktvalxff, age = 391985861
7967: It is a flower: name = kvdfczjbpdnxhojfqmip, type = 1
7968: It is a flower: name = nllddshbmktrpcnmjtry, type = 3
7969: It is a bush: name = yfpbaqtxdmpxfvpbmdzb, flowering month = 4
7970: It is a bush: name = jfqegpwusyxlelgaosvw, flowering month = 5
7971: It is a bush: name = vmanpazawqzkisnmncap, flowering month = 5
7972: It is a bush: name = ruacommbftucldqfpkyf, flowering month = 5
7973: It is a bush: name = gkdsgieuhdsnrekztxds, flowering month = 12
7974: It is a flower: name = jswobccsfkhtogqoctit, type = 2
7975: It is a flower: name = tzkondfrcogapjpkuqgk, type = 3
7976: It is a tree: name = pyjlkhegzwxeugardtyl, age = 1023811819
7977: It is a tree: name = lrongxjpuiprdzmiqmvo, age = 983852468
7978: It is a tree: name = tasfqekwrnltuekgnave, age = 1891715594
7979: It is a bush: name = fizgmsynflajxqqbiogr, flowering month = 2
7980: It is a tree: name = urowbbnezaekwfmlklqy, age = 860241497
7981: It is a bush: name = rhzdvaupqighhtymwehz, flowering month = 10
7982: It is a flower: name = erumbvctichfeylwtcpi, type = 1
7983: It is a bush: name = zxxntpbyghitnekbcyea, flowering month = 2
7984: It is a flower: name = ebmqieejsrerfkurcbry, type = 2
7985: It is a tree: name = xlygdzeckxwiomdxqoxh, age = 1096348372
7986: It is a tree: name = tldfjaywnyefodgassze, age = 210648991
7987: It is a tree: name = tsynvvnjzwhsivcoeewh, age = 117069665
7988: It is a tree: name = xyfsdgikgvjejrwhvmel, age = 1152339560
7989: It is a bush: name = pmpzgscmgwgknbuqylnq, flowering month = 1
7990: It is a flower: name = rlduynvywcckeabzsoul, type = 3
7991: It is a tree: name = guiqpbqbbxafdjnbpsne, age = 1635737181
7992: It is a flower: name = vatskmpxbnmbfewhmsll, type = 1
7993: It is a tree: name = uczpnlujvvkcxkvcclxe, age = 174175354
7994: It is a tree: name = rgxymaoksdzdafloowip, age = 1589567673
7995: It is a bush: name = kgzjprgjsopitobjplqw, flowering month = 10
7996: It is a bush: name = ewcxiawsvfhmpxekogoq, flowering month = 3
7997: It is a bush: name = ymhvexzxlsirzyermkgg, flowering month = 1
7998: It is a bush: name = explynehulwchnxzxoda, flowering month = 7
7999: It is a tree: name = peetsyuqzmscprdooitu, age = 345994520
8000: It is a bush: name = xxryvloxhcziptqbwzdo, flowering month = 4
8001: It is a bush: name = feyysvlivcxbuktfrdky, flowering month = 7
8002: It is a bush: name = lzipipiboeqprllkiqka, flowering month = 9
8003: It is a bush: name = sadfitnaajxjknczrghi, flowering month = 12
8004: It is a bush: name = yuneazobidnlfvkkgwnv, flowering month = 7
8005: It is a tree: name = eflsemygraeuuxkcnppn, age = 117861144
8006: It is a bush: name = oztzjcbahppazravumxk, flowering month = 5
8007: It is a tree: name = vxgzrwouzknwqxidrlwn, age = 1155896359
8008: It is a tree: name = qphqjebfittvrthmgwts, age = 56421062
8009: It is a tree: name = avclvmjdkgsvwolzzjva, age = 1661837311
8010: It is a flower: name = fulwjibkddsnrtlgmmme, type = 1
8011: It is a bush: name = xoqvqpmzsnqlcnidiett, flowering month = 11
8012: It is a flower: name = yyfvcdrhgfjdxjcczdyh, type = 1
8013: It is a tree: name = ycbjylzekluchcizszhc, age = 1455289032
8014: It is a tree: name = vjejldzshhqwrfjioqdz, age = 1894016278
8015: It is a flower: name = owaoepdqhsbbqsvlxiat, type = 3
8016: It is a tree: name = qeiomqpieffblrcrdfbs, age = 414774184
8017: It is a flower: name = dcugtytpnkyoadmhtafy, type = 1
8018: It is a flower: name = evmntvirfdetqtreojgu, type = 1
8019: It is a bush: name = kqfqxgmadicxzufvuqpj, flowering month = 11
8020: It is a tree: name = ojzeuaobpbmbrddrdkxm, age = 35459645
8021: It is a bush: name = gyynddicszepvbdtyqru, flowering month = 6
8022: It is a tree: name = vfgjovdrimkvyaxjeukt, age = 966859405
8023: It is a bush: name = xwknlihrxbkqinblkspi, flowering month = 4
8024: It is a tree: name = opaulbtyyzgbzridmdht, age = 311958145
8025: It is a tree: name = milzfykmufuwllznwumz, age = 1993586297
8026: It is a tree: name = ljmkbpsmmsiihkplyalq, age = 1988699720
8027: It is a tree: name = dviumirvdvsycppbebsq, age = 1921427315
8028: It is a bush: name = rdeveslmssamzdvgyqmq, flowering month = 10
8029: It is a tree: name = wjbonsntezenhqxtcouk, age = 2007746178
8030: It is a tree: name = zrjdydushenritqbpgox, age = 213429689
8031: It is a bush: name = dcephrerkkmrlzjogpxv, flowering month = 9
8032: It is a flower: name = xupjbpghobeqyrzgoykr, type = 2
8033: It is a bush: name = ajopfgstxiaugcmjvogl, flowering month = 2
8034: It is a tree: name = vekesleqvpmforpedclp, age = 821122575
8035: It is a tree: name = uzxqouqwobimadyyqtlx, age = 1511973898
8036: It is a tree: name = xnhmybuzxyzwibaslufk, age = 1650907872
8037: It is a tree: name = maxkvjnmtiazesyesgcg, age = 1197245013
8038: It is a tree: name = dijptkzbvgyimopvchei, age = 150632950
8039: It is a bush: name = kagkpktbicvokzobzhab, flowering month = 1
8040: It is a bush: name = scizigvhsqbhhirlteah, flowering month = 9
8041: It is a bush: name = tvkmscxzddhwbyfvervr, flowering month = 2
8042: It is a tree: name = krjzgbntdpwoifzmngka, age = 819755907
8043: It is a bush: name = ebbnbejktwguocquxsrb, flowering month = 11
8044: It is a flower: name = kcirerykbnixzojssnkr, type = 3
8045: It is a tree: name = pfifvpktkxzhyhjfumpf, age = 1512589590
8046: It is a bush: name = tchvasogvmobwfbmjupe, flowering month = 3
8047: It is a flower: name = balhxaueiuyleuqhzybd, type = 1
8048: It is a tree: name = ogigzvigvskegqagejyl, age = 1265242144
8049: It is a tree: name = dawycuqvvkennaydmrux, age = 1810105769
8050: It is a bush: name = hhcfvudaneckizeiynfb, flowering month = 8
8051: It is a flower: name = mcwoaneajdmldsvqlhya, type = 1
8052: It is a flower: name = bpfccafurmxaypfjsupq, type = 1
8053: It is a bush: name = wrwekupfqrvctvszwctv, flowering month = 10
8054: It is a bush: name = tpwleyrawrqdstjlcrun, flowering month = 7
8055: It is a tree: name = czmzhgbhtberdvnjxbpb, age = 1696495139
8056: It is a flower: name = ulnfnmgfrcwjtvmlfyzo, type = 2
8057: It is a flower: name = osfapzxhfqapycmbduee, type = 1
8058: It is a bush: name = jdgqgbcvpyhjtyteivfm, flowering month = 7
8059: It is a tree: name = rdfhkqdbjjdumnqqzedq, age = 941766465
8060: It is a flower: name = fmragysbowcyelyatndc, type = 3
8061: It is a flower: name = bdnrmrnqdkonuadcyuvw, type = 3
8062: It is a bush: name = bczsceaawsxhitjlwtpx, flowering month = 10
8063: It is a tree: name = mnsxsfolyjfdwolgannf, age = 1012204680
8064: It is a bush: name = dfhlwwkyzhllyijxzkjm, flowering month = 1
8065: It is a bush: name = fqyigxagtaakneisgqai, flowering month = 10
8066: It is a bush: name = pkyxivfrmmhzwlmaokye, flowering month = 2
8067: It is a flower: name = aoceomdtheonmjtjeajc, type = 2
8068: It is a bush: name = komlkertgfvrmyskyyff, flowering month = 2
8069: It is a bush: name = nwtbcjhccirbvnvnvqip, flowering month = 4
8070: It is a flower: name = qrrilneyshmpubjrekrj, type = 1
8071: It is a tree: name = yalnydzapadylstdkyoe, age = 1266123550
8072: It is a flower: name = hnsvgtfgyyaofkqfqwrh, type = 3
8073: It is a tree: name = xiopascalabwowimnerc, age = 675437063
8074: It is a flower: name = bcggwtkouqgiulpqeppj, type = 3
8075: It is a flower: name = xikquoocpntskmktuvwu, type = 1
8076: It is a flower: name = cdnzsrdgkzeqnhugtzrf, type = 3
8077: It is a flower: name = eybnrhfnshhqiowszzjf, type = 1
8078: It is a flower: name = bbgrgtzqjjyrytdvwpho, type = 1
8079: It is a bush: name = ldnjlpbvifrnfrjqsavu, flowering month = 2
8080: It is a bush: name = orpklezrgesvhzjzbedl, flowering month = 8
8081: It is a tree: name = leyaqqzhpfriclqqrcjc, age = 1452806565
8082: It is a tree: name = zeeusyvjsqnjnzcxawum, age = 1878209357
8083: It is a flower: name = ggpcwrilfipgwvmcjebi, type = 3
8084: It is a bush: name = hunkebbmwydfjznlqvap, flowering month = 8
8085: It is a flower: name = fybpbpljqokqnryoxvgj, type = 1
8086: It is a bush: name = pkdnldkrdjhpcvachcqp, flowering month = 6
8087: It is a flower: name = quyajrzvhyikwrrgtzlo, type = 1
8088: It is a flower: name = zxeyqjlakwyiuxbmtahn, type = 1
8089: It is a tree: name = zfycydfitdhkqdqyhylt, age = 915478838
8090: It is a flower: name = qlhdmaicxkmnyunoeots, type = 3
8091: It is a flower: name = szqcjvdbkojituwslldv, type = 1
8092: It is a flower: name = divwslpbghvsnqhdlhbu, type = 2
8093: It is a bush: name = hzjckzdzndfxtakjqxkv, flowering month = 3
8094: It is a bush: name = iuvvfslffmqhlqdbgidh, flowering month = 12
8095: It is a tree: name = qakquxfettuoxafndrfv, age = 1365216954
8096: It is a flower: name = fqphmpgivxugvwnhpcun, type = 3
8097: It is a tree: name = aawvmiknelaxlcsmbrnd, age = 487793861
8098: It is a bush: name = hhvwyfksybxwubkahgha, flowering month = 8
8099: It is a flower: name = hvhmuaicbrkrzzrkafxb, type = 3
8100: It is a tree: name = fflixbtmydwgotqfuzxb, age = 2000975128
8101: It is a bush: name = lebyvaymzqjbqlustukk, flowering month = 10
8102: It is a flower: name = linnbbnzwpcbpykexqqy, type = 3
8103: It is a flower: name = dbfjzqqxacjeptqzziyq, type = 1
8104: It is a tree: name = emnwhoexsvxoqbsgqvfh, age = 1242937056
8105: It is a flower: name = sbrcnntsjilkalrxmdfy, type = 1
8106: It is a bush: name = ovjzzbtcumlicimprgvr, flowering month = 9
8107: It is a flower: name = wqogkhzkfzbyusvoycsm, type = 3
8108: It is a bush: name = lmmdytmvussahypqluxq, flowering month = 6
8109: It is a tree: name = ohzjvjdvgyzouagpxujb, age = 1258829841
8110: It is a flower: name = xzxwbkpglazneeqvczrg, type = 1
8111: It is a bush: name = kqccwmgnuhyuweuswwcr, flowering month = 5
8112: It is a flower: name = vjnkzupxlprcqjpgvrrs, type = 1
8113: It is a bush: name = cerkqlayuswxpbxmzosl, flowering month = 2
8114: It is a tree: name = ijjjfuhdbpkbidccrtuw, age = 427699377
8115: It is a flower: name = vncjimtqsdklasquzigd, type = 3
8116: It is a bush: name = scetvnjgwmspthpggaby, flowering month = 2
8117: It is a flower: name = saubrnmgeqqvbspusvzf, type = 3
8118: It is a flower: name = kbynhnqwspytfjfjiseu, type = 1
8119: It is a tree: name = gmvuceyoppjavrbucxwk, age = 59852651
8120: It is a flower: name = crqolwxfkioisenjdypq, type = 1
8121: It is a tree: name = noanvabaweuzskkncbhm, age = 816984270
8122: It is a flower: name = lkwfxyhhudvdvqlvwgtw, type = 2
8123: It is a flower: name = juxjtvnxulerhxzczidn, type = 1
8124: It is a bush: name = jcwykjttadmbsrbosrkl, flowering month = 3
8125: It is a bush: name = gourafglaglpaxqynudl, flowering month = 7
8126: It is a tree: name = hilljffwgbjcpwkclacd, age = 1120433944
8127: It is a flower: name = hozagasbpksqodmbdubx, type = 2
8128: It is a bush: name = yzvilerjiehsxuvuruqh, flowering month = 5
8129: It is a bush: name = wvxbbpgbgidsoiskgbyf, flowering month = 9
8130: It is a tree: name = crodancwduflkpwjqxwa, age = 1267262462
8131: It is a flower: name = slctsjoshvdiznzmjdlz, type = 2
8132: It is a tree: name = qgdznwbunuiqyodpyyys, age = 1391806933
8133: It is a tree: name = zzdcghiamnbiltcxozgm, age = 1719267729
8134: It is a tree: name = zzphpvaoethphzehncop, age = 311920256
8135: It is a bush: name = nimkgtemndqxjwnrxvgl, flowering month = 3
8136: It is a flower: name = szuvlrhqdocffjagujtd, type = 1
8137: It is a flower: name = bwwssjpvrxrdvwiqcqxv, type = 1
8138: It is a bush: name = drysajvbfgbpdctlrcch, flowering month = 6
8139: It is a flower: name = oklhqzlsjhfoizriwmcj, type = 3
8140: It is a flower: name = oenchhbsagqyhpdmmxtr, type = 2
8141: It is a tree: name = bufqgzvxacujrvnafysq, age = 1814324202
8142: It is a flower: name = usururlffwwcfwlvzxln, type = 3
8143: It is a flower: name = pnnipacggrextydcaiij, type = 2
8144: It is a tree: name = vqxqoduxhvqdqczahpuy, age = 241755315
8145: It is a bush: name = nhtjqracxvjdlnvsnqjf, flowering month = 5
8146: It is a tree: name = arqzjjubvwpajokpzlax, age = 313196910
8147: It is a bush: name = ogchxpsftugfqvstdhwu, flowering month = 2
8148: It is a bush: name = ejnrujvfqexdlnrnbrkj, flowering month = 5
8149: It is a bush: name = rqrvzgnyhcpeywioyopq, flowering month = 5
8150: It is a tree: name = zjgtfbhvhfrdbieyhpxs, age = 2102864473
8151: It is a flower: name = scwohofuemsmehubwvfh, type = 3
8152: It is a flower: name = ijtqfdlqypslgopwxpyz, type = 1
8153: It is a tree: name = ypkexgsskerobudybhkf, age = 723399322
8154: It is a tree: name = zhatiyygnwqhjxmiqtpf, age = 1440042184
8155: It is a tree: name = edaydmtgfrvnhnjbvahr, age = 679017673
8156: It is a flower: name = ykncawpwiizyfxywznyy, type = 1
8157: It is a bush: name = vdnpkuckrwyqxkczvhlv, flowering month = 10
8158: It is a bush: name = aawzpfiobmwjvdodtexy, flowering month = 4
8159: It is a tree: name = zepwmxfuvgqjholxenqy, age = 1439251985
8160: It is a tree: name = feziisnicmkxmucvenng, age = 1502002793
8161: It is a tree: name = dvaiuxylkwftbxbccnzf, age = 929552703
8162: It is a bush: name = oohuyjarqfvvtlmmbjxq, flowering month = 11
8163: It is a flower: name = biiypfvxptgzhbljwnpw, type = 3
8164: It is a bush: name = xjnbuihqwppvbbarhbqz, flowering month = 9
8165: It is a bush: name = uughbzfvnuhvqpbllpzn, flowering month = 5
8166: It is a bush: name = qwmcbyhggjhftlgrjhfa, flowering month = 7
8167: It is a bush: name = fprqzoteljhwmqmxyijw, flowering month = 1
8168: It is a flower: name = spzuxpcvfcpylszyhmlp, type = 1
8169: It is a flower: name = idtxknbxrekmzcekrzfv, type = 2
8170: It is a flower: name = ssuixxovubgpdnwrvosd, type = 2
8171: It is a bush: name = rdryywzovoeyfttqyvlr, flowering month = 8
8172: It is a tree: name = qzotjkozsskofrtjalyb, age = 1773440870
8173: It is a tree: name = hermxhgjoxhyxhaloksq, age = 1069934931
8174: It is a tree: name = qsoakzinwhywtvfcsnfz, age = 128099914
8175: It is a tree: name = opclizkmtxfcizgbuqdu, age = 1808856538
8176: It is a bush: name = fojyyuvwqukzrtgdtbck, flowering month = 1
8177: It is a tree: name = omqkoylbbvgbrtvlfryn, age = 2098284359
8178: It is a tree: name = qzsmwsdtjhtweiepitrj, age = 745724753
8179: It is a tree: name = pxgjzzbttsbzgfnjbfav, age = 1637309451
8180: It is a bush: name = vhtnnodsjqwftlruwmcm, flowering month = 9
8181: It is a flower: name = eapmdowwjdovvwlrjgtq, type = 2
8182: It is a tree: name = aamzydpejvtappkyjkve, age = 934224770
8183: It is a flower: name = ngvgwqfxaisokfsnedoa, type = 2
8184: It is a bush: name = jehtgvqihxagmiejxsky, flowering month = 9
8185: It is a tree: name = zeopemkreznsbardolov, age = 1276290363
8186: It is a flower: name = jykggdlvrwvshxikvmrj, type = 3
8187: It is a bush: name = lcuzswqpryvzbafwtcpb, flowering month = 3
8188: It is a tree: name = idaizpnuomlrabmjeanc, age = 916402909
8189: It is a bush: name = iyrhimfujigwwzoupwrs, flowering month = 3
8190: It is a flower: name = tnpiumjdxrgkqdvdtubk, type = 3
8191: It is a tree: name = bhhbwkkkdsndtcwfmouz, age = 321742136
8192: It is a tree: name = uakyryrmaaktjefrbaru, age = 823518757
8193: It is a flower: name = ocaflorlathtrgkfmbfp, type = 2
8194: It is a tree: name = egwyslpgrggvxwowfgyp, age = 1720910197
8195: It is a flower: name = rqqnpxyxqhiawmweslwi, type = 3
8196: It is a flower: name = mmkaudhjrqrjncmjhsaa, type = 2
8197: It is a tree: name = qtvacmhgujszhsbjwnuo, age = 1988045851
8198: It is a bush: name = heeepgxferbjaowmmblc, flowering month = 3
8199: It is a flower: name = itynxipigtripoxozujv, type = 2
8200: It is a flower: name = pccgqnyvwhmtivlzrhvi, type = 3
8201: It is a flower: name = hdotoafxvmshppdolhut, type = 2
8202: It is a tree: name = jojiugoollvjxovildnh, age = 499149121
8203: It is a bush: name = tdlhqiugpntlicxcfypd, flowering month = 11
8204: It is a flower: name = drsgyxessqfqixavxfzi, type = 2
8205: It is a tree: name = aowvftzqptauatpqyvtu, age = 813805837
8206: It is a tree: name = ofpknbpuevwlbaieipup, age = 408314988
8207: It is a tree: name = iltabstxmvwwlrseuwen, age = 1955973722
8208: It is a bush: name = rrtyelnnzdllryyfszfu, flowering month = 5
8209: It is a bush: name = cecjyjeiqxfwqdrpywfj, flowering month = 10
8210: It is a tree: name = fsumienkxzgxsufnqijs, age = 1886651828
8211: It is a tree: name = beopiatnniycdewrklkf, age = 1376788456
8212: It is a flower: name = xmxefdpdgfxbalgjxdwy, type = 1
8213: It is a flower: name = lgsosmyqcpgwcgepygtf, type = 3
8214: It is a tree: name = oxpzmoxanerhfefdyeba, age = 1424330830
8215: It is a flower: name = inkgeczjoelputwbdjgg, type = 1
8216: It is a bush: name = jrifpvxlpkidtbfsijgc, flowering month = 6
8217: It is a bush: name = uaeqhxswcjjrmakjjucb, flowering month = 7
8218: It is a bush: name = yccbdsacvgkjefgkwihm, flowering month = 3
8219: It is a bush: name = jjafiqlsoehaqlcnjpoe, flowering month = 5
8220: It is a bush: name = tqmjzhgpbbsharxgsjno, flowering month = 1
8221: It is a bush: name = zgposbnozwszgtgfshhc, flowering month = 4
8222: It is a flower: name = vbifhathjevycmybgkks, type = 2
8223: It is a tree: name = wnzwpiwcpucbbwjtwver, age = 2107878609
8224: It is a bush: name = bcdkhdcvhztvwmvabral, flowering month = 10
8225: It is a bush: name = cehmjgylqmfvejuucdws, flowering month = 1
8226: It is a flower: name = ydzicngptpvrivfknxrw, type = 2
8227: It is a tree: name = fgfhbbrtcriwoywqvcuy, age = 43923395
8228: It is a flower: name = pbrxfiuuranhxlcdoarh, type = 2
8229: It is a tree: name = obnmiuoffxddyfrokgci, age = 1466889043
8230: It is a tree: name = jysnfliznbxxcefnockf, age = 1535069532
8231: It is a bush: name = qklktfbihxnaoctambrz, flowering month = 9
8232: It is a tree: name = gqzwismhmlhoqjhquxni, age = 993414189
8233: It is a bush: name = pjhaouqlmghwoomgvmpx, flowering month = 6
8234: It is a flower: name = ntbfdhwzaafwpelwsfrm, type = 2
8235: It is a bush: name = voqtvzbjdhbzzuhiznjd, flowering month = 10
8236: It is a bush: name = hrvoebttawupazslsovf, flowering month = 4
8237: It is a tree: name = gssrfkeoorcikwxcikuo, age = 843785594
8238: It is a flower: name = adbvfawmetdcrkujsknm, type = 1
8239: It is a bush: name = fdhslohspxgemlnbkwln, flowering month = 7
8240: It is a bush: name = otuagrmswkrldfvlskqs, flowering month = 6
8241: It is a bush: name = vewqcnvpqcmogdojqiye, flowering month = 7
8242: It is a tree: name = azbzgucwbinladlennuu, age = 2047089751
8243: It is a flower: name = fhrlnvevplyydpdxlfbu, type = 2
8244: It is a flower: name = sgsnaealzbkvqdhhcfcd, type = 3
8245: It is a tree: name = bqoxgvujdqypekmqkoke, age = 477966851
8246: It is a tree: name = pjxtsbhrapfeuxqvixyl, age = 5567444
8247: It is a flower: name = sdrkposmrqblscwhjokl, type = 3
8248: It is a flower: name = bnmipqcrfwfyybkhaswu, type = 2
8249: It is a flower: name = vinuvnamoxwyfeflbvoc, type = 1
8250: It is a bush: name = eekopmdlseqeblfsdmej, flowering month = 11
8251: It is a bush: name = tdlbmtngjbuyxgzkbxic, flowering month = 10
8252: It is a bush: name = raulmzwecxiwmcpgbqtd, flowering month = 1
8253: It is a bush: name = poolhxnzrqhttjiyjkxp, flowering month = 12
8254: It is a flower: name = woyxetelsmbkklbuqdgh, type = 3
8255: It is a tree: name = bywucxpmkquswteumnta, age = 1895459236
8256: It is a flower: name = iykphjyjhqyelorroywc, type = 1
8257: It is a tree: name = rykglvyuffhfpnszgczw, age = 586494576
8258: It is a flower: name = hewkpqqktohccpmvvwkg, type = 3
8259: It is a bush: name = taubjoqhmtwxumgezwpw, flowering month = 7
8260: It is a bush: name = ugqvrpmjqgamajhquhju, flowering month = 12
8261: It is a bush: name = penmgvltqdhrsihrprap, flowering month = 9
8262: It is a bush: name = nfcbhvvzkmwarpvsoekw, flowering month = 12
8263: It is a tree: name = csprsehfetdhspjzgbuj, age = 527743507
8264: It is a tree: name = eoxambugygxhhywmywtq, age = 372683660
8265: It is a tree: name = sgttfkgpdqzqvrnzijef, age = 1073934688
8266: It is a bush: name = bxhdymhstqmgcbaxrkpg, flowering month = 12
8267: It is a flower: name = taejynitjpxpynvmyncw, type = 2
8268: It is a bush: name = qgwgkretjwffszvtkdnz, flowering month = 8
8269: It is a flower: name = qednclaibkworrghwnea, type = 2
8270: It is a flower: name = mluoyrjkdqlnawmhorzq, type = 1
8271: It is a tree: name = lsglkxmxpqwmhwzpsebb, age = 1383486439
8272: It is a flower: name = qbpyuyuzxvsbqrnadmgj, type = 3
8273: It is a flower: name = rjfrpkeqjtatmfkswegd, type = 1
8274: It is a flower: name = kscigfkekemlsbttqsmk, type = 2
8275: It is a flower: name = ogxfympvxhrqvpszuaxv, type = 2
8276: It is a flower: name = zvzmwwglrysvbgggfalj, type = 2
8277: It is a flower: name = gfgueusygbkopcxbpkht, type = 2
8278: It is a tree: name = vhgjbcfahrhejpnqxzbe, age = 1525621942
8279: It is a tree: name = bfmqunthczbmcditvypm, age = 1335043693
8280: It is a flower: name = ecmnmkvpzcddthaypzpi, type = 3
8281: It is a tree: name = qfwmfzlojpplxqcktbge, age = 995043875
8282: It is a flower: name = nqrryeoipefceyncrwfg, type = 2
8283: It is a tree: name = ytjhsvofjdlvxulvczgi, age = 1621540444
8284: It is a tree: name = rlzdskicbuptsuutxkqr, age = 906889688
8285: It is a flower: name = klfoiiikozpsxytlhvza, type = 3
8286: It is a tree: name = ibkhviugugewohxcixid, age = 1126285793
8287: It is a flower: name = swlmmehxdurfhyzrydch, type = 1
