Modified container:
Container contains 5593 elements.
0: It is a bush: name = ghuygniirbypaokcfwbo, flowering month = 12
4497: It is a flower: name = dcugtytpnkyoadmhtafy, type = potted
4498: It is a flower: name = evmntvirfdetqtreojgu, type = potted
4499: It is a bush: name = kqfqxgmadicxzufvuqpj, flowering month = 11
4500: It is a tree: name = ojzeuaobpbmbrddrdkxm, age = 35459645
4501: It is a tree: name = vfgjovdrimkvyaxjeukt, age = 966859405
4502: It is a tree: name = opaulbtyyzgbzridmdht, age = 311958145
4503: It is a tree: name = milzfykmufuwllznwumz, age = 1993586297
4504: It is a tree: name = dviumirvdvsycppbebsq, age = 1921427315
4505: It is a tree: name = wjbonsntezenhqxtcouk, age = 2007746178
4506: It is a tree: name = zrjdydushenritqbpgox, age = 213429689
4507: It is a flower: name = xupjbpghobeqyrzgoykr, type = garden
4508: It is a bush: name = ajopfgstxiaugcmjvogl, flowering month = 2
4509: It is a tree: name = vekesleqvpmforpedclp, age = 821122575
4510: It is a tree: name = uzxqouqwobimadyyqtlx, age = 1511973898
4511: It is a tree: name = xnhmybuzxyzwibaslufk, age = 1650907872
4512: It is a tree: name = maxkvjnmtiazesyesgcg, age = 1197245013
4513: It is a tree: name = dijptkzbvgyimopvchei, age = 150632950
4514: It is a bush: name = kagkpktbicvokzobzhab, flowering month = 1
4515: It is a bush: name = scizigvhsqbhhirlteah, flowering month = 9
4516: It is a bush: name = ebbnbejktwguocquxsrb, flowering month = 11
4517: It is a flower: name = kcirerykbnixzojssnkr, type = wild
4518: It is a bush: name = tchvasogvmobwfbmjupe, flowering month = 3
4519: It is a flower: name = balhxaueiuyleuqhzybd, type = potted
4520: It is a tree: name = ogigzvigvskegqagejyl, age = 1265242144
4521: It is a tree: name = dawycuqvvkennaydmrux, age = 1810105769
4522: It is a bush: name = hhcfvudaneckizeiynfb, flowering month = 8
4523: It is a flower: name = mcwoaneajdmldsvqlhya, type = potted
4524: It is a flower: name = bpfccafurmxaypfjsupq, type = potted
4525: It is a flower: name = osfapzxhfqapycmbduee, type = potted
4526: It is a flower: name = fmragysbowcyelyatndc, type = wild
4527: It is a flower: name = bdnrmrnqdkonuadcyuvw, type = wild
4528: It is a bush: name = bczsceaawsxhitjlwtpx, flowering month = 10
4529: It is a bush: name = fqyigxagtaakneisgqai, flowering month = 10
4530: It is a bush: name = pkyxivfrmmhzwlmaokye, flowering month = 2
4531: It is a flower: name = aoceomdtheonmjtjeajc, type = garden
4532: It is a flower: name = qrrilneyshmpubjrekrj, type = potted
4533: It is a tree: name = yalnydzapadylstdkyoe, age = 1266123550
4534: It is a tree: name = xiopascalabwowimnerc, age = 675437063
4535: It is a flower: name = bcggwtkouqgiulpqeppj, type = wild
4536: It is a flower: name = xikquoocpntskmktuvwu, type = potted
4537: It is a bush: name = orpklezrgesvhzjzbedl, flowering month = 8
4538: It is a tree: name = zeeusyvjsqnjnzcxawum, age = 1878209357
4539: It is a flower: name = ggpcwrilfipgwvmcjebi, type = wild
4540: It is a flower: name = quyajrzvhyikwrrgtzlo, type = potted
4541: It is a flower: name = zxeyqjlakwyiuxbmtahn, type = potted
4542: It is a flower: name = qlhdmaicxkmnyunoeots, type = wild
4543: It is a tree: name = qakquxfettuoxafndrfv, age = 1365216954
4544: It is a tree: name = aawvmiknelaxlcsmbrnd, age = 487793861
4545: It is a flower: name = hvhmuaicbrkrzzrkafxb, type = wild
4546: It is a bush: name = lebyvaymzqjbqlustukk, flowering month = 10
4547: It is a tree: name = emnwhoexsvxoqbsgqvfh, age = 1242937056
4548: It is a bush: name = ovjzzbtcumlicimprgvr, flowering month = 9
4549: It is a tree: name = ohzjvjdvgyzouagpxujb, age = 1258829841
4550: It is a bush: name = kqccwmgnuhyuweuswwcr, flowering month = 5
4551: It is a bush: name = cerkqlayuswxpbxmzosl, flowering month = 2
4552: It is a tree: name = ijjjfuhdbpkbidccrtuw, age = 427699377
4553: It is a flower: name = vncjimtqsdklasquzigd, type = wild
4554: It is a flower: name = saubrnmgeqqvbspusvzf, type = wild
4555: It is a tree: name = gmvuceyoppjavrbucxwk, age = 59852651
4556: It is a flower: name = crqolwxfkioisenjdypq, type = potted
4557: It is a tree: name = noanvabaweuzskkncbhm, age = 816984270
4558: It is a flower: name = juxjtvnxulerhxzczidn, type = potted
4559: It is a bush: name = gourafglaglpaxqynudl, flowering month = 7
4560: It is a flower: name = hozagasbpksqodmbdubx, type = garden
4561: It is a bush: name = yzvilerjiehsxuvuruqh, flowering month = 5
4562: It is a tree: name = crodancwduflkpwjqxwa, age = 1267262462
4563: It is a tree: name = qgdznwbunuiqyodpyyys, age = 1391806933
4564: It is a tree: name = zzdcghiamnbiltcxozgm, age = 1719267729
4565: It is a tree: name = zzphpvaoethphzehncop, age = 311920256
4566: It is a flower: name = szuvlrhqdocffjagujtd, type = potted
4567: It is a flower: name = oklhqzlsjhfoizriwmcj, type = wild
4568: It is a tree: name = bufqgzvxacujrvnafysq, age = 1814324202
4569: It is a flower: name = pnnipacggrextydcaiij, type = garden
4570: It is a tree: name = vqxqoduxhvqdqczahpuy, age = 241755315
4571: It is a tree: name = arqzjjubvwpajokpzlax, age = 313196910
4572: It is a bush: name = rqrvzgnyhcpeywioyopq, flowering month = 5
4573: It is a flower: name = scwohofuemsmehubwvfh, type = wild
4574: It is a tree: name = ypkexgsskerobudybhkf, age = 723399322
4575: It is a bush: name = aawzpfiobmwjvdodtexy, flowering month = 4
4576: It is a tree: name = zepwmxfuvgqjholxenqy, age = 1439251985
4577: It is a tree: name = feziisnicmkxmucvenng, age = 1502002793
4578: It is a bush: name = oohuyjarqfvvtlmmbjxq, flowering month = 11
4579: It is a flower: name = ssuixxovubgpdnwrvosd, type = garden
4580: It is a tree: name = qzotjkozsskofrtjalyb, age = 1773440870
4581: It is a tree: name = hermxhgjoxhyxhaloksq, age = 1069934931
4582: It is a tree: name = opclizkmtxfcizgbuqdu, age = 1808856538
4583: It is a tree: name = qzsmwsdtjhtweiepitrj, age = 745724753
4584: It is a flower: name = eapmdowwjdovvwlrjgtq, type = garden
4585: It is a tree: name = aamzydpejvtappkyjkve, age = 934224770
4586: It is a flower: name = ngvgwqfxaisokfsnedoa, type = garden
4587: It is a bush: name = jehtgvqihxagmiejxsky, flowering month = 9
4588: It is a tree: name = zeopemkreznsbardolov, age = 1276290363
4589: It is a tree: name = idaizpnuomlrabmjeanc, age = 916402909
4590: It is a bush: name = iyrhimfujigwwzoupwrs, flowering month = 3
4591: It is a tree: name = uakyryrmaaktjefrbaru, age = 823518757
4592: It is a flower: name = ocaflorlathtrgkfmbfp, type = garden
4593: It is a flower: name = rqqnpxyxqhiawmweslwi, type = wild
4594: It is a flower: name = mmkaudhjrqrjncmjhsaa, type = garden
4595: It is a tree: name = qtvacmhgujszhsbjwnuo, age = 1988045851
4596: It is a bush: name = heeepgxferbjaowmmblc, flowering month = 3
4597: It is a flower: name = itynxipigtripoxozujv, type = garden
4598: It is a flower: name = hdotoafxvmshppdolhut, type = garden
4599: It is a tree: name = jojiugoollvjxovildnh, age = 499149121
4600: It is a flower: name = drsgyxessqfqixavxfzi, type = garden
4601: It is a tree: name = aowvftzqptauatpqyvtu, age = 813805837
4602: It is a tree: name = ofpknbpuevwlbaieipup, age = 408314988
4603: It is a tree: name = iltabstxmvwwlrseuwen, age = 1955973722
4604: It is a tree: name = fsumienkxzgxsufnqijs, age = 1886651828
4605: It is a tree: name = beopiatnniycdewrklkf, age = 1376788456
4606: It is a tree: name = oxpzmoxanerhfefdyeba, age = 1424330830
4607: It is a flower: name = inkgeczjoelputwbdjgg, type = potted
4608: It is a bush: name = uaeqhxswcjjrmakjjucb, flowering month = 7
4609: It is a bush: name = jjafiqlsoehaqlcnjpoe, flowering month = 5
4610: It is a bush: name = cehmjgylqmfvejuucdws, flowering month = 1
4611: It is a flower: name = pbrxfiuuranhxlcdoarh, type = garden
4612: It is a tree: name = obnmiuoffxddyfrokgci, age = 1466889043
4613: It is a bush: name = qklktfbihxnaoctambrz, flowering month = 9
4614: It is a tree: name = gqzwismhmlhoqjhquxni, age = 993414189
4615: It is a bush: name = pjhaouqlmghwoomgvmpx, flowering month = 6
4616: It is a bush: name = hrvoebttawupazslsovf, flowering month = 4
4617: It is a tree: name = gssrfkeoorcikwxcikuo, age = 843785594
4618: It is a flower: name = adbvfawmetdcrkujsknm, type = potted
4619: It is a bush: name = vewqcnvpqcmogdojqiye, flowering month = 7
4620: It is a tree: name = azbzgucwbinladlennuu, age = 2047089751
4621: It is a tree: name = bqoxgvujdqypekmqkoke, age = 477966851
4622: It is a tree: name = pjxtsbhrapfeuxqvixyl, age = 5567444
4623: It is a flower: name = vinuvnamoxwyfeflbvoc, type = potted
4624: It is a bush: name = eekopmdlseqeblfsdmej, flowering month = 11
4625: It is a bush: name = raulmzwecxiwmcpgbqtd, flowering month = 1
4626: It is a flower: name = woyxetelsmbkklbuqdgh, type = wild
4627: It is a tree: name = bywucxpmkquswteumnta, age = 1895459236
4628: It is a flower: name = iykphjyjhqyelorroywc, type = potted
4629: It is a bush: name = taubjoqhmtwxumgezwpw, flowering month = 7
4630: It is a bush: name = ugqvrpmjqgamajhquhju, flowering month = 12
4631: It is a tree: name = eoxambugygxhhywmywtq, age = 372683660
4632: It is a flower: name = qednclaibkworrghwnea, type = garden
4633: It is a flower: name = mluoyrjkdqlnawmhorzq, type = potted
4634: It is a flower: name = gfgueusygbkopcxbpkht, type = garden
4635: It is a flower: name = nqrryeoipefceyncrwfg, type = garden
4636: It is a tree: name = rlzdskicbuptsuutxkqr, age = 906889688
4637: It is a flower: name = klfoiiikozpsxytlhvza, type = wild
4638: It is a tree: name = ibkhviugugewohxcixid, age = 1126285793
4639: It is a tree: name = ojihwwrbpuyrcmeeuwuk, age = 953663068
4640: It is a flower: name = asvspopfalmbuvgfccve, type = wild
4641: It is a bush: name = xntemqctocwlxqequwcx, flowering month = 12
4642: It is a flower: name = dgulqnyugghoxjrsezak, type = potted
4643: It is a bush: name = iaohcoktldohtgjcjhuj, flowering month = 11
4644: It is a flower: name = ywsrogactfbvnpvneiju, type = potted
4645: It is a bush: name = pefidhfzrxrdrxahnemw, flowering month = 5
4646: It is a tree: name = paubmpsaiymknjptsbhk, age = 971970164
4647: It is a bush: name = pokxpoqdzuvzlevypkjm, flowering month = 10
4648: It is a bush: name = ksyjexjdioxwstvsiasq, flowering month = 7
4649: It is a flower: name = juzdhgwagoobbmcvkxpr, type = garden
4650: It is a flower: name = teulyptppsejachnwryj, type = garden
4651: It is a flower: name = pemplqcxkpcrtggqaosu, type = wild
4652: It is a tree: name = owkxstshxewohpxownva, age = 1142330107
4653: It is a tree: name = pjsraydqeiqhphnjhqot, age = 1191089681
4654: It is a tree: name = mfunfyqtadvnryezqmwu, age = 1439197602
4655: It is a bush: name = pgcaxifpigxormxmznkc, flowering month = 1
4656: It is a flower: name = remrwcdbkiihldfyokml, type = garden
4657: It is a tree: name = routhbunpfahhgspypro, age = 2063778413
4658: It is a flower: name = czrbewulvcxfkpirvtdo, type = wild
4659: It is a flower: name = sqgjvttojijytuxaysde, type = wild
4660: It is a tree: name = wvdiwpiwqtejiacdocpa, age = 819194263
4661: It is a tree: name = sugucavouutxblcwldqj, age = 472740844
4662: It is a tree: name = yubudrjjbmstknitgien, age = 2108868978
4663: It is a tree: name = ispraacuptnuiocuofdi, age = 1510893839
4664: It is a tree: name = oiqyxtuihbozzdqkanbk, age = 1735051502
4665: It is a flower: name = bzpwixezmhdirhiaxzkh, type = potted
4666: It is a tree: name = nzyubzpvxowaubqdbffu, age = 1697631282
4667: It is a tree: name = wskhupxngusomsbfhhoi, age = 687342411
4668: It is a flower: name = useokohseaadkdhcteiu, type = potted
4669: It is a tree: name = dlabypfukcpefujkwodo, age = 1925227508
4670: It is a bush: name = eihrseoqylgqmdgahgar, flowering month = 1
4671: It is a tree: name = sgfgqyttndxoejgqgiqu, age = 1685016144
4672: It is a flower: name = ybmzyzogzewuiuqkgxdi, type = garden
4673: It is a flower: name = vdfizosnmvrilnivxokh, type = garden
4674: It is a tree: name = xthgxdfiaofyylobyorw, age = 443894903
4675: It is a bush: name = rzucuneqwkzybacgpktn, flowering month = 11
4676: It is a tree: name = qovtelzjegmxdvmevwgn, age = 977185502
4677: It is a tree: name = wjknkoaiqjvabcskywjn, age = 730850858
4678: It is a tree: name = idimfkibiksdmuwttvlh, age = 237768483
4679: It is a bush: name = einigodsypdkzjuilbqe, flowering month = 11
4680: It is a flower: name = upphzsdaltcpmuynxmau, type = potted
4681: It is a flower: name = obcpkmlbokivszdoaimc, type = potted
4682: It is a bush: name = btxkdwiivmltfioausuz, flowering month = 12
4683: It is a tree: name = avktihjmodhojbcxsnai, age = 1514697682
4684: It is a bush: name = ufxqfkrwemgmfnhwluwi, flowering month = 4
4685: It is a flower: name = aqeumnwwonlnhmsmqbfb, type = potted
4686: It is a tree: name = pameaifdvmvamavlcvtg, age = 1563991470
4687: It is a bush: name = kbmqfemvwejcfdlcraua, flowering month = 11
4688: It is a bush: name = ssobevzjiumglrkzeawp, flowering month = 7
4689: It is a bush: name = qneiqhfgpojesnpcxoaw, flowering month = 6
4690: It is a tree: name = zscmuyvymkfguioqetlb, age = 930935841
4691: It is a flower: name = nxxliiquxdktnrsdkxhe, type = garden
4692: It is a bush: name = akskkzsvvybhoztxiodd, flowering month = 3
4693: It is a bush: name = fewozbumwelwhjrxtsul, flowering month = 12
4694: It is a tree: name = mrddbgpiqemdabjkdkda, age = 1843061822
4695: It is a flower: name = almwbkiewksjjmgtjkpi, type = potted
4696: It is a bush: name = whlddkkkuupijfebpyvf, flowering month = 3
4697: It is a flower: name = fnjriteglkimgoflycwt, type = garden
4698: It is a tree: name = ooqxkuejjlacmfhvumnx, age = 2050310629
4699: It is a flower: name = kkudulkwdkwuxrusabdk, type = potted
4700: It is a flower: name = ioqtyegrewwgotnmennr, type = potted
4701: It is a bush: name = kporiputspwgnkapxaqm, flowering month = 12
4702: It is a flower: name = oizmdegqpcfovishcxrj, type = wild
4703: It is a tree: name = ndvujmufijxstkeyvtkf, age = 487176649
4704: It is a flower: name = pteqeankrcjdmrmyqunk, type = potted
4705: It is a flower: name = tahiugfmmfvczznwqbfo, type = wild
4706: It is a bush: name = iobxwcadyitzqumohokn, flowering month = 4
4707: It is a bush: name = dkjbkwtztuigjjbeoxco, flowering month = 8
4708: It is a flower: name = koqpuawvfzytwlnroxkq, type = potted
4709: It is a flower: name = udlchennsdhodmfcucqh, type = potted
4710: It is a flower: name = mhcdrwugtpklcfkuorao, type = potted
4711: It is a flower: name = yzrqrbnaxmuujcmdguej, type = wild
4712: It is a tree: name = dmgjqofjrellsahggeaf, age = 656915069
4713: It is a flower: name = kyidzfohrpcuzfrtpatp, type = wild
4714: It is a bush: name = bawazyevwdnnomrdkqpk, flowering month = 10
4715: It is a flower: name = czidwvlajcciepkzgmyz, type = potted
4716: It is a tree: name = shearwwgfbbqpgvapzto, age = 690806817
4717: It is a bush: name = zwmkrzxfmubyuosrrinl, flowering month = 1
4718: It is a flower: name = gbfxmmtuodmjuzunrsij, type = garden
4719: It is a flower: name = ioraeuiwhqbuoxglyyov, type = garden
4720: It is a tree: name = xmberpsjtowaslnnvczo, age = 705640617
4721: It is a bush: name = ajbryzutcbirxepmwugh, flowering month = 11
4722: It is a flower: name = mdmwckqultoicaickeuc, type = garden
4723: It is a tree: name = zwsotgvnivderhvqafbg, age = 1766148026
4724: It is a flower: name = fypenelixjnjdwkqlein, type = potted
4725: It is a flower: name = vgveqlcferkumbrelgpy, type = garden
4726: It is a bush: name = ewrmxxnfkjhjgtuuvojd, flowering month = 5
4727: It is a flower: name = kypirqiepigetyjpupvt, type = wild
4728: It is a flower: name = oirwiybwkdjpiqzrhxxq, type = garden
4729: It is a flower: name = rueugwnfgpkojhuybulc, type = garden
4730: It is a bush: name = qibfjmjwdqqbbwmfuiwe, flowering month = 11
4731: It is a bush: name = hrelbxdgpmzliazmtjid, flowering month = 8
4732: It is a bush: name = gcgikujnvcsatvdevlrb, flowering month = 3
4733: It is a flower: name = owfgjczshkrcwplvweue, type = garden
4734: It is a tree: name = jwrsamlggaphfxipamfq, age = 1403642710
4735: It is a flower: name = jaeawuilslkptucxnunf, type = wild
4736: It is a tree: name = xxpixyhramhmojoaoeih, age = 1453738151
4737: It is a flower: name = swfylooxqpfjwyoktoqe, type = wild
4738: It is a tree: name = pxqvujcvhiwxiakrwazo, age = 342088533
4739: It is a flower: name = iaerjuuqtslrzbshxnqx, type = potted
4740: It is a tree: name = qhrnwyaekschiyegnyav, age = 1220209888
4741: It is a tree: name = aqccspgjdwcuqiabjquo, age = 144896276
4742: It is a flower: name = afdjpzqeqjpydhanpeuk, type = potted
4743: It is a flower: name = ghmjytyfursoajjidgjs, type = wild
4744: It is a flower: name = rulfuqzykmuzkiobudbo, type = potted
4745: It is a bush: name = aijbebdacygmxtqazdkb, flowering month = 4
4746: It is a flower: name = hcjotrvgrfbexwmeteyz, type = garden
4747: It is a tree: name = dbvqszwriemehbnsxumo, age = 494261235
4748: It is a tree: name = icoraqvfewlzqkbiquck, age = 2142104840
4749: It is a bush: name = hqsoaebdvkblfbeikmts, flowering month = 6
4750: It is a tree: name = orvovaubiqoxlriecock, age = 2054771508
4751: It is a bush: name = chmfzvbubbeokbxgxxqe, flowering month = 7
4752: It is a bush: name = qkiacysbikpkkznpiskz, flowering month = 6
4753: It is a tree: name = kistojgwizclokyhpntf, age = 314112835
4754: It is a flower: name = bpvpidipozslqrfthixi, type = wild
4755: It is a bush: name = mjifokfawxncqlutxzsl, flowering month = 8
4756: It is a flower: name = yweurxgmsqkijbbvzibs, type = garden
4757: It is a bush: name = jwpupnfhioyiznmmfleg, flowering month = 2
4758: It is a bush: name = ggipqaiqhusyoqhmtjfj, flowering month = 11
4759: It is a flower: name = isogfncdgvwtrpukcqto, type = potted
4760: It is a tree: name = gycieatlcuazsegctebm, age = 1192203987
4761: It is a tree: name = tnfpshwildbfivoijwsy, age = 84527640
4762: It is a flower: name = yveeykkhslvhdaamlwxb, type = wild
4763: It is a tree: name = efgvbhlqakobcvhwhvoh, age = 874335429
4764: It is a bush: name = xvsapbtupdadeoclgrfk, flowering month = 12
4765: It is a flower: name = ezamyhyhnhjhczpuimcy, type = garden
4766: It is a bush: name = nglrlsegonwzevaevyoc, flowering month = 7
4767: It is a bush: name = plkllupkeatwehjbeiii, flowering month = 2
4768: It is a flower: name = aiysolbrrbtidsxcxesa, type = wild
4769: It is a tree: name = ekjherqoloomrqwuovra, age = 1289402895
4770: It is a flower: name = cykepkivpduyahotoqfp, type = garden
4771: It is a bush: name = cjovbkilnzbuoogrmugf, flowering month = 10
4772: It is a tree: name = cvimaaxxfxmtddekwbzh, age = 1369291633
4773: It is a flower: name = dzmjpgxfweilbuaoduad, type = potted
4774: It is a bush: name = vogakmujwhtznwhwgvsi, flowering month = 1
4775: It is a tree: name = rdwhiqojyfchlnuzxjvu, age = 273412167
4776: It is a bush: name = ldgcezzwikuzocqhlsfo, flowering month = 6
4777: It is a flower: name = tuboxojfgxhbvchwlhyi, type = garden
4778: It is a flower: name = zxvzvdnaalmkolabahsp, type = potted
4779: It is a tree: name = lqebfeafjbnhlruyhkpw, age = 1600593468
4780: It is a bush: name = pfouvpxcfqqmoelohwfm, flowering month = 10
4781: It is a flower: name = nvmukbdueddbxjouyotf, type = garden
4782: It is a bush: name = cwchufotllcuwmmkobyp, flowering month = 8
4783: It is a bush: name = vawauzktaiphzmzcdwkp, flowering month = 9
4784: It is a bush: name = icellemwasfhyidtaajy, flowering month = 11
4785: It is a bush: name = mnpzicgqveldioozpsbj, flowering month = 4
4786: It is a flower: name = hcwxnjazsissifecneso, type = wild
4787: It is a flower: name = sdaihgqefwqmpepuzxvb, type = garden
4788: It is a tree: name = ytpzfgowtazroasokcbm, age = 539657621
4789: It is a tree: name = eozglrsysaelvzdxrfnc, age = 1401738691
4790: It is a bush: name = gzakqjixilkehrizgfua, flowering month = 2
4791: It is a bush: name = iuichermdxehktoybyqs, flowering month = 11
4792: It is a tree: name = tzqkrunoniocgjfunahg, age = 230912735
4793: It is a tree: name = igndgzrhuxavzijrqsgr, age = 1218290793
4794: It is a bush: name = majlfotobehbtpywsili, flowering month = 12
4795: It is a tree: name = lujeuokarrbrjnxxxkke, age = 426885883
4796: It is a tree: name = hvfhyoequvhbuwlkzczs, age = 30755714
4797: It is a flower: name = wqbxzvtmuejadnjpzrae, type = garden
4798: It is a bush: name = mlgnofkfluczykdeonaj, flowering month = 12
4799: It is a bush: name = yzpidtnweiwmpudstwym, flowering month = 12
4800: It is a bush: name = nwhrraahibnwslcsxzpe, flowering month = 8
4801: It is a tree: name = nchgaiayewwcmwqalbng, age = 2029679760
4802: It is a tree: name = vvhdoylucczsoetjuekb, age = 277181360
4803: It is a flower: name = edetqezvrcnkwcxeazvo, type = potted
4804: It is a flower: name = nfvuiyyltuszzwobzkpp, type = potted
4805: It is a tree: name = lirauhcjmhlldykzekxj, age = 2136764535
4806: It is a flower: name = bsvaoafanpcukdrzlfta, type = potted
4807: It is a bush: name = ixeovvxnowkshmqcqnmu, flowering month = 1
4808: It is a flower: name = evqjgsonhgdlnoikbons, type = wild
4809: It is a tree: name = ygiokyqmyzbrdflduujo, age = 1141011401
4810: It is a flower: name = oezylkacumfjxonwifik, type = garden
4811: It is a bush: name = uiyljrpiehvlcuomkcwy, flowering month = 6
4812: It is a tree: name = hzsdosggxuwoosuarjvu, age = 825189053
4813: It is a bush: name = lpupisuudsqfeuuxbaqu, flowering month = 9
4814: It is a bush: name = gvtcuseemaaosvhyzuig, flowering month = 2
4815: It is a bush: name = bawzavipwsagiwamfnzw, flowering month = 3
4816: It is a tree: name = bmrbvawaedoeipwydyhj, age = 2029740656
4817: It is a flower: name = ochehaxiypznkmjeuvlo, type = wild
4818: It is a bush: name = xvfawnekphdbyboikwcm, flowering month = 5
4819: It is a flower: name = uanykyveoxkipnnqqkxv, type = garden
4820: It is a bush: name = aruffmxuzbluhfhxhojv, flowering month = 6
4821: It is a bush: name = umadunbeuxawynxdrvxw, flowering month = 8
4822: It is a bush: name = uescsqtszhuqasexvkku, flowering month = 5
4823: It is a flower: name = czaydiachwhamzjlcgsr, type = wild
4824: It is a flower: name = otfdxtbuenbqvmhtibrl, type = potted
4825: It is a flower: name = vgncahzhorquypqsanck, type = garden
4826: It is a bush: name = rilxhakibjstaolxieck, flowering month = 4
4827: It is a bush: name = fwcyvxkeihencojknxjy, flowering month = 3
4828: It is a bush: name = hsfoivhgosfmgmqtvroj, flowering month = 12
4829: It is a bush: name = ogegrdmuabekilhmrmeo, flowering month = 1
4830: It is a flower: name = tagxrmgtdcucsojuoirf, type = garden
4831: It is a flower: name = wnrhreluerzyqmxhiyrn, type = wild
4832: It is a tree: name = bldunqqgfdwviakwuohm, age = 780057338
4833: It is a bush: name = kopbxkhfjgaupwxjbfuo, flowering month = 10
4834: It is a flower: name = pmhivulxdcidqueqlmwg, type = garden
4835: It is a bush: name = sulnhdegofloaxvkxijv, flowering month = 1
4836: It is a flower: name = iewlbbiifzluiuwphpvp, type = potted
4837: It is a flower: name = tepckoepplfitznhhmyt, type = potted
4838: It is a flower: name = omztxwwfuneywhgmqiby, type = garden
4839: It is a flower: name = juentuwrrijzlkmxrujg, type = potted
4840: It is a tree: name = kmtypglrucabsdwvdota, age = 497974783
4841: It is a bush: name = nubaxtqoxzqmcoivrnpr, flowering month = 2
4842: It is a bush: name = yuiffjosbhhwazycfgfa, flowering month = 6
4843: It is a tree: name = nvvfaoeiyxnypijwqocr, age = 1894782464
4844: It is a flower: name = jdplvdiwkiadeyaprqog, type = potted
4845: It is a bush: name = aueyegemmiqcwqypknjc, flowering month = 8
4846: It is a flower: name = jdxioplndgmxoctilzla, type = wild
4847: It is a bush: name = uiovjutsxtdyiuzmkieu, flowering month = 9
4848: It is a bush: name = hiigxcncxgpligmmelhu, flowering month = 12
4849: It is a bush: name = cmozjcjotdxriyesyvbm, flowering month = 4
4850: It is a flower: name = nztejszukhxasdprjowd, type = potted
4851: It is a flower: name = qxzhjpwfjawmioezvpvr, type = garden
4852: It is a bush: name = rflsaprfvfctcaeebsup, flowering month = 12
4853: It is a bush: name = clhwpeyhquwswhvafcye, flowering month = 6
4854: It is a tree: name = qibgpxyodywsutlpgdic, age = 32796400
4855: It is a tree: name = bbpexwyqcbqoojmmjeyy, age = 609392730
4856: It is a bush: name = gilsikznwygagjmetibh, flowering month = 8
4857: It is a tree: name = jgtowilllymreincfbjz, age = 294752301
4858: It is a bush: name = mfpeeibszaiwromvyigp, flowering month = 2
4859: It is a bush: name = egzfluxenuoqbaebcbhq, flowering month = 12
4860: It is a flower: name = qojxtoonvgtnhqjvdofq, type = potted
4861: It is a tree: name = ofqcxwnaoehzuupipytk, age = 1192951737
4862: It is a bush: name = qzofyiueweaifkmmsjlg, flowering month = 7
4863: It is a tree: name = iwjifykebgfuvuocxxev, age = 592779464
4864: It is a flower: name = tuywpgvnirjivhqjounq, type = wild
4865: It is a tree: name = peoboftjqytoxuldyctb, age = 938233684
4866: It is a bush: name = bfogfbqodkpaapdvkrns, flowering month = 2
4867: It is a tree: name = weulcxkkjfjydiusnynh, age = 1674533210
4868: It is a flower: name = gchhalvgyrsuqpywaclo, type = wild
4869: It is a tree: name = huvfisrthfipvkdroamr, age = 1831748621
4870: It is a tree: name = hoxiubxwbafvnxpqwrsj, age = 968713090
4871: It is a flower: name = cqhtluoqyheohhjgtwwd, type = garden
4872: It is a bush: name = ulzzvmssiixovkrxvvvs, flowering month = 12
4873: It is a flower: name = zqarldoairwncysetfcl, type = wild
4874: It is a tree: name = zzluekwgflcnmblakawz, age = 1152282603
4875: It is a flower: name = ovjayamwqljbwigwjpai, type = wild
4876: It is a flower: name = uyxogbhtnmebghahhmxy, type = potted
4877: It is a flower: name = uqcjhlhobdjuusvvlpck, type = wild
4878: It is a bush: name = zpmqivevkwqseusbkjfj, flowering month = 6
4879: It is a bush: name = vwylbibcvmzigohuihle, flowering month = 10
4880: It is a bush: name = rvklakcyivlaqtekpbbp, flowering month = 5
4881: It is a bush: name = gfirszpfwjctvaznkiim, flowering month = 1
4882: It is a flower: name = buhhtdobvqpoirubdyec, type = wild
4883: It is a tree: name = rgkdagldukoudjpfgytq, age = 1561485463
4884: It is a bush: name = pmsheoicggjgyomsvdyr, flowering month = 11
4885: It is a tree: name = geabghuaumlgzwnnfnry, age = 676142245
4886: It is a bush: name = ioterwthywhpjspmugym, flowering month = 3
4887: It is a tree: name = iwxtzkramujpqyucxbot, age = 1131513839
4888: It is a flower: name = yiykpyvzdytmenjimuyy, type = potted
4889: It is a tree: name = lhkowjygoplhrcihimwx, age = 283949393
4890: It is a flower: name = cvdzacwzipmaesdoawcw, type = potted
4891: It is a bush: name = ujnkxkvwoxqxnfqamwxo, flowering month = 4
4892: It is a tree: name = wsvciwgzmiidjrguzzgh, age = 1835079897
4893: It is a flower: name = ibpfcmienrlofnawngwp, type = potted
4894: It is a flower: name = lgepunvlmjdjopicaztu, type = wild
4895: It is a bush: name = eubuhcbikogxpfgvyeca, flowering month = 1
4896: It is a flower: name = clhuziplmvkduuvysivr, type = garden
4897: It is a flower: name = shxiqkayikmcdasrfyci, type = potted
4898: It is a tree: name = ucxqouviplkhwqohacee, age = 1819821560
4899: It is a tree: name = fevwauwgtgbpruowgowu, age = 2017585330
4900: It is a tree: name = wvesasaocgqbfscxyveg, age = 640001442
4901: It is a bush: name = haewwpervrkvihjarayb, flowering month = 5
4902: It is a flower: name = cbpxdthtrpemkiexwqaf, type = wild
4903: It is a bush: name = rycreeftiaragbuzwund, flowering month = 6
4904: It is a flower: name = smmkdkuywsideecmquyl, type = garden
